nombre,link,img_url,categoria
ROYAL OAK AAA+,https://elpatronimport.mitiendanube.com/productos/royal-oak-aaa25/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
DATEJUST WIMBLEDON AAA+,https://elpatronimport.mitiendanube.com/productos/datejust-wimbledon-aaa2/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
MILLE MIGLIA AAA+,https://elpatronimport.mitiendanube.com/productos/mille-miglia-aaa2/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
MILLE MIGLIA AAA+,https://elpatronimport.mitiendanube.com/productos/mille-miglia-aaa1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE ATELIER AAA+,https://elpatronimport.mitiendanube.com/productos/versace-atelier-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE REGALIA LADY AAA+,https://elpatronimport.mitiendanube.com/productos/versace-regalia-lady-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE VLB100014 AAA+,https://elpatronimport.mitiendanube.com/productos/versace-vlb100014-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE CHRONO MASTER AAA+,https://elpatronimport.mitiendanube.com/productos/versace-chrono-master-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE V-RACE AAA+,https://elpatronimport.mitiendanube.com/productos/versace-v-race-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE VERSUS AAA+,https://elpatronimport.mitiendanube.com/productos/versace-versus-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE STAINLESS STEEL AAA+,https://elpatronimport.mitiendanube.com/productos/versace-stainless-steel-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE CHRONO CLASSIC AAA+,https://elpatronimport.mitiendanube.com/productos/versace-chrono-classic-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
VERSACE GRECA CRONO AAA+,https://elpatronimport.mitiendanube.com/productos/versace-greca-crono-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa4/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa3/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa2/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
ITALO FONTANA AAA+,https://elpatronimport.mitiendanube.com/productos/italo-fontana-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
PELAGOS AAA+,https://elpatronimport.mitiendanube.com/productos/pelagos-aaa2/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
PELAGOS AAA+,https://elpatronimport.mitiendanube.com/productos/pelagos-aaa1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
FORMULA 1 SENNA AAA+,https://elpatronimport.mitiendanube.com/productos/formula-1-senna-aaa1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
CARRERA 01 ASTON MARTIN AAA+,https://elpatronimport.mitiendanube.com/productos/carrera-01-aston-martin-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
CARRERA 01 AAA+,https://elpatronimport.mitiendanube.com/productos/carrera-01-aaa11/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
AQUANAUT AAA+,https://elpatronimport.mitiendanube.com/productos/aquanaut-aaa5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
AQUANAUT AAA+,https://elpatronimport.mitiendanube.com/productos/aquanaut-aaa4/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
SUBMERSIBLE NAVY SEALS AAA+,https://elpatronimport.mitiendanube.com/productos/submersible-navy-seals-aaa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
LUMINOR MARINA AAA+,https://elpatronimport.mitiendanube.com/productos/luminor-marina-aaa2/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
PLANET OCEAN ULTRA DEEP AAA+,https://elpatronimport.mitiendanube.com/productos/planet-ocean-ultra-deep-aaa1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES AAA
PRESIDENT 40,https://elpatronimport.mitiendanube.com/productos/president-404/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DATEJUST 28,https://elpatronimport.mitiendanube.com/productos/datejust-285/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA 40,https://elpatronimport.mitiendanube.com/productos/daytona-4036/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA 40,https://elpatronimport.mitiendanube.com/productos/daytona-4035/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA 40,https://elpatronimport.mitiendanube.com/productos/daytona-4034/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
LAND-DWELLER,https://elpatronimport.mitiendanube.com/productos/land-dweller/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA 40,https://elpatronimport.mitiendanube.com/productos/daytona-4033/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA 40,https://elpatronimport.mitiendanube.com/productos/daytona-4023/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SUBMERSIBLE LUNA ROSSA CHALLENGE,https://elpatronimport.mitiendanube.com/productos/submersible-luna-rossa-challenge/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SUBMERSIBLE LUNA ROSSA,https://elpatronimport.mitiendanube.com/productos/submersible-luna-rossa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
MASTER COLLECTION,https://elpatronimport.mitiendanube.com/productos/master-collection1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
ROYAL OAK CALENDAR PERPETUAL 41,https://elpatronimport.mitiendanube.com/productos/royal-oak-calendar-perpetual-416/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PRESIDENT 40,https://elpatronimport.mitiendanube.com/productos/president-403/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PRESIDENT 40,https://elpatronimport.mitiendanube.com/productos/president-401/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PRESIDENT 40 ROMAN,https://elpatronimport.mitiendanube.com/productos/president-40-roman/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PRESIDENT 36,https://elpatronimport.mitiendanube.com/productos/president-361/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
RM11-03,https://elpatronimport.mitiendanube.com/productos/rm11-039/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
CUBITUS,https://elpatronimport.mitiendanube.com/productos/cubitus/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
NAUTILUS 40,https://elpatronimport.mitiendanube.com/productos/nautilus-40/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DIVER SEAMASTER GOLD,https://elpatronimport.mitiendanube.com/productos/diver-seamaster-gold/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DIVER SEAMASTER BRONZE GOLD,https://elpatronimport.mitiendanube.com/productos/diver-seamaster-bronze-gold/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
BIG PILOT,https://elpatronimport.mitiendanube.com/productos/big-pilot/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SEADWELLER DEEPSEA 43,https://elpatronimport.mitiendanube.com/productos/seadweller-deepsea-432/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
CARRERA HEUER 01 43,https://elpatronimport.mitiendanube.com/productos/carrera-heuer-01-432/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DAYTONA,https://elpatronimport.mitiendanube.com/productos/daytona3/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
GMT 40,https://elpatronimport.mitiendanube.com/productos/gmt-407/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PRESIDENT 40,https://elpatronimport.mitiendanube.com/productos/president-40/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SEAMASTER OCEAN PLANET ULTRA DEEP,https://elpatronimport.mitiendanube.com/productos/seamaster-ocean-planet-ultra-deep1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SEAMASTER OCEAN PLANET ULTRA DEEP,https://elpatronimport.mitiendanube.com/productos/seamaster-ocean-planet-ultra-deep/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PILOT MERCEDES AMG PETRONAS FORMULA 1 41,https://elpatronimport.mitiendanube.com/productos/pilot-mercedes-amg-petronas-formula-1-41/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SANTOS,https://elpatronimport.mitiendanube.com/productos/santos4/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PATRIMONY,https://elpatronimport.mitiendanube.com/productos/patrimony1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
PATRIMONY,https://elpatronimport.mitiendanube.com/productos/patrimony/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
RM07-01,https://elpatronimport.mitiendanube.com/productos/rm07-01/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
TRADITIONAL,https://elpatronimport.mitiendanube.com/productos/traditional/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
TRADITION,https://elpatronimport.mitiendanube.com/productos/tradition/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DEVILE,https://elpatronimport.mitiendanube.com/productos/devile/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
FLAGSHIP,https://elpatronimport.mitiendanube.com/productos/flagship1/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
FLAGSHIP,https://elpatronimport.mitiendanube.com/productos/flagship/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
MASTER COLLECTION,https://elpatronimport.mitiendanube.com/productos/master-collection/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
V45,https://elpatronimport.mitiendanube.com/productos/v451/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
V45,https://elpatronimport.mitiendanube.com/productos/v45/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
DATEJUST 26,https://elpatronimport.mitiendanube.com/productos/datejust-26/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
SKYDWELLER 42,https://elpatronimport.mitiendanube.com/productos/skydweller-427/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RELOJES SUPER CLONES
